Country_Code,Country,Sector,Purpose,Total_Disbursement_USD,Population,Per_Capita_USD
PAK,Pakistan,"Maternal and Child Health, Family Planning",Reproductive health care,767641.0,239477801,0.00
PAK,Pakistan,Program Design and Learning,Program Design and Learning,553652.0,239477801,0.00
PAK,Pakistan,Administration and Oversight,Administration and Oversight,501319.0,239477801,0.00
PAK,Pakistan,Agriculture,Agricultural policy and administrative management,477624.0,239477801,0.00
PAK,Pakistan,Other Social Infrastructure and Services,Social Protection,385785.0,239477801,0.00
PAK,Pakistan,Government and Civil Society,Countering violent extremism,142514.0,239477801,0.00
PAK,Pakistan,Basic Health,Basic health care,115305.0,239477801,0.00
PAK,Pakistan,"Education, Level Unspecified",Teacher training,109488.0,239477801,0.00
PAK,Pakistan,Trade Policy and Regulations,Trade policy and administrative management,87695.0,239477801,0.00
PAK,Pakistan,Water Supply and Sanitation,Water supply - large systems,63412.0,239477801,0.00
PAK,Pakistan,Industry,Small and medium-sized enterprises (SME) development,8844.0,239477801,0.00
PAK,Pakistan,Government and Civil Society,"Women’s rights organisations and movements, and government institutions",6279.0,239477801,0.00
PAK,Pakistan,Government and Civil Society,Legislatures and political parties,902.0,239477801,0.00
PAN,Panama,Basic Health,COVID-19 control,1774643.0,4345405,0.41
PAN,Panama,General Environmental Protection,Environmental policy and administrative management,350371.0,4345405,0.08
PAN,Panama,Government and Civil Society,Legislatures and political parties,231495.0,4345405,0.05
PAN,Panama,Agriculture,Agricultural development,159335.0,4345405,0.04
PAN,Panama,Government and Civil Society,Legal and judicial development,157575.0,4345405,0.04
PAN,Panama,Other Multisector,Multisector aid,81076.0,4345405,0.02
PAN,Panama,Government and Civil Society,Anti-corruption organisations and institutions,70000.0,4345405,0.02
PAN,Panama,Government and Civil Society,Media and free flow of information,46539.0,4345405,0.01
PAN,Panama,Disaster Prevention and Preparedness,Multi-hazard response preparedness,-9404.0,4345405,-0.00
PER,Peru,Emergency Response,Relief co-ordination; protection and support services,25644000.0,33155882,0.77
PER,Peru,Agriculture,Agricultural alternative development,22953258.0,33155882,0.69
PER,Peru,General Environmental Protection,Bio-diversity,14899547.0,33155882,0.45
PER,Peru,Operating Expenses,Operating Expenses,12924600.0,33155882,0.39
PER,Peru,General Environmental Protection,Biosphere protection,9604826.0,33155882,0.29
PER,Peru,Emergency Response,Material relief assistance and services,8858345.0,33155882,0.27
PER,Peru,Basic Health,COVID-19 control,7757565.0,33155882,0.23
PER,Peru,Other Multisector,Multisector aid,5242048.0,33155882,0.16
PER,Peru,General Environmental Protection,Environmental policy and administrative management,4716415.0,33155882,0.14
PER,Peru,Disaster Prevention and Preparedness,Multi-hazard response preparedness,2655858.0,33155882,0.08
PER,Peru,Government and Civil Society,Decentralisation and support to subnational government,2254549.0,33155882,0.07
PER,Peru,Government and Civil Society,Anti-corruption organisations and institutions,1341775.0,33155882,0.04
PER,Peru,Government and Civil Society,Human rights,983354.0,33155882,0.03
PER,Peru,Business and Other Services,Business Policy and Administation,330000.0,33155882,0.01
PER,Peru,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",310434.0,33155882,0.01
PER,Peru,Program Design and Learning,Program Design and Learning,206128.0,33155882,0.01
PER,Peru,Emergency Response,Emergency food assistance,46840.0,33155882,0.00
PER,Peru,Basic Education,Primary education,1193.0,33155882,0.00
PHL,Philippines,Operating Expenses,Operating Expenses,15403233.0,113100950,0.14
PHL,Philippines,Government and Civil Society,Democratic participation and civil society,13372097.0,113100950,0.12
PHL,Philippines,Basic Education,Primary education,12838264.0,113100950,0.11
PHL,Philippines,General Environmental Protection,Environmental policy and administrative management,12446204.0,113100950,0.11
PHL,Philippines,Basic Health,COVID-19 control,10950092.0,113100950,0.10
PHL,Philippines,Disaster Prevention and Preparedness,Multi-hazard response preparedness,6897595.0,113100950,0.06
PHL,Philippines,Trade Policy and Regulations,Trade facilitation,6458174.0,113100950,0.06
PHL,Philippines,Emergency Response,Relief co-ordination; protection and support services,6320038.0,113100950,0.06
PHL,Philippines,Post-Secondary Education,Higher education,5015009.0,113100950,0.04
PHL,Philippines,Water Supply and Sanitation,Water supply and sanitation - large systems,3257728.0,113100950,0.03
PHL,Philippines,Government and Civil Society,Public finance management,3194874.0,113100950,0.03
PHL,Philippines,Government and Civil Society,Legal and judicial development,2535534.0,113100950,0.02
PHL,Philippines,Business and Other Services,Business Policy and Administation,2238719.0,113100950,0.02
PHL,Philippines,Water Supply and Sanitation,Basic drinking water supply,2110280.0,113100950,0.02
PHL,Philippines,"Conflict, Peace, and Security",Security system management and reform,2006330.0,113100950,0.02
PHL,Philippines,Government and Civil Society,Domestic revenue mobilisation,1735233.0,113100950,0.02
PHL,Philippines,Other Multisector,Research/scientific institutions,1621944.0,113100950,0.01
PHL,Philippines,Energy,Energy policy and administrative management,1549453.0,113100950,0.01
PHL,Philippines,Trade Policy and Regulations,Trade policy and administrative management,1491201.0,113100950,0.01
PHL,Philippines,Water Supply and Sanitation,Water sector policy and administrative management,1296000.0,113100950,0.01
PHL,Philippines,"Maternal and Child Health, Family Planning",Population policy and administrative management,1006379.0,113100950,0.01
PHL,Philippines,Government and Civil Society,Public sector policy and administrative management,922381.0,113100950,0.01
PHL,Philippines,Government and Civil Society,Human rights,874854.0,113100950,0.01
PHL,Philippines,General Environmental Protection,Bio-diversity,870014.0,113100950,0.01
PHL,Philippines,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",799408.0,113100950,0.01
PHL,Philippines,Other Multisector,Multisector aid,261140.0,113100950,0.00
PHL,Philippines,General Environmental Protection,Biosphere protection,247901.0,113100950,0.00
PHL,Philippines,Government and Civil Society,Countering violent extremism,139500.0,113100950,0.00
PHL,Philippines,Banking and Financial Services,Financial policy and administrative management,63822.0,113100950,0.00
PHL,Philippines,Government and Civil Society,Decentralisation and support to subnational government,17604.0,113100950,0.00
PHL,Philippines,Transport and Storage,Transport policy and administrative management,406.0,113100950,0.00
PHL,Philippines,Government and Civil Society,Anti-corruption organisations and institutions,-31648.0,113100950,-0.00
PHL,Philippines,Emergency Response,Material relief assistance and services,-55412.0,113100950,-0.00
PLW,Palau,Disaster Prevention and Preparedness,Multi-hazard response preparedness,217689.0,17783,12.24
PLW,Palau,Emergency Response,Relief co-ordination; protection and support services,59370.0,17783,3.34
PLW,Palau,Operating Expenses,Operating Expenses,41167.0,17783,2.31
PNG,Papua New Guinea,Energy,Energy policy and administrative management,2103702.0,10012896,0.21
PNG,Papua New Guinea,Disaster Prevention and Preparedness,Multi-hazard response preparedness,1467078.0,10012896,0.15
PNG,Papua New Guinea,Business and Other Services,Business Policy and Administation,753827.0,10012896,0.08
PNG,Papua New Guinea,Operating Expenses,Operating Expenses,574383.0,10012896,0.06
PNG,Papua New Guinea,Trade Policy and Regulations,Trade policy and administrative management,262521.0,10012896,0.03
PNG,Papua New Guinea,Government and Civil Society,Democratic participation and civil society,247019.0,10012896,0.02
PNG,Papua New Guinea,General Environmental Protection,Biosphere protection,50000.0,10012896,0.00
PNG,Papua New Guinea,General Environmental Protection,Bio-diversity,13128.0,10012896,0.00
PNG,Papua New Guinea,Basic Health,COVID-19 control,2606.0,10012896,0.00
PNG,Papua New Guinea,"Health, General",Health policy and administrative management,840.0,10012896,0.00
PRY,Paraguay,Government and Civil Society,Anti-corruption organisations and institutions,2334218.0,6684182,0.35
PRY,Paraguay,Post-Secondary Education,Higher education,1797521.0,6684182,0.27
PRY,Paraguay,Operating Expenses,Operating Expenses,1681559.0,6684182,0.25
PRY,Paraguay,Other Multisector,Multisector aid,1154454.0,6684182,0.17
PRY,Paraguay,Disaster Prevention and Preparedness,Multi-hazard response preparedness,808958.0,6684182,0.12
PRY,Paraguay,Government and Civil Society,Human rights,694459.0,6684182,0.10
PRY,Paraguay,Business and Other Services,Business Policy and Administation,616294.0,6684182,0.09
PRY,Paraguay,Government and Civil Society,Legal and judicial development,320018.0,6684182,0.05
PRY,Paraguay,Government and Civil Society,Domestic revenue mobilisation,236702.0,6684182,0.04
PRY,Paraguay,Government and Civil Society,Ending violence against women and girls,159669.0,6684182,0.02
PRY,Paraguay,Basic Health,COVID-19 control,579.0,6684182,0.00
PSE,West Bank and Gaza,Operating Expenses,Operating Expenses,9076632.0,4922749,1.84
PSE,West Bank and Gaza,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",4621738.0,4922749,0.94
PSE,West Bank and Gaza,Transport and Storage,Transport policy and administrative management,4271325.0,4922749,0.87
PSE,West Bank and Gaza,Basic Health,COVID-19 control,3692600.0,4922749,0.75
PSE,West Bank and Gaza,Emergency Response,Relief co-ordination; protection and support services,2957931.0,4922749,0.60
PSE,West Bank and Gaza,Water Supply and Sanitation,Water supply - large systems,2803148.0,4922749,0.57
PSE,West Bank and Gaza,Other Multisector,Multisector aid,2273281.0,4922749,0.46
PSE,West Bank and Gaza,Administration and Oversight,Administration and Oversight,1254153.0,4922749,0.25
PSE,West Bank and Gaza,Emergency Response,Material relief assistance and services,555275.0,4922749,0.11
PSE,West Bank and Gaza,Emergency Response,Emergency food assistance,549296.0,4922749,0.11
PSE,West Bank and Gaza,Water Supply and Sanitation,Basic drinking water supply,355381.0,4922749,0.07
PSE,West Bank and Gaza,Banking and Financial Services,Financial policy and administrative management,83754.0,4922749,0.02
PSE,West Bank and Gaza,Water Supply and Sanitation,Water sector policy and administrative management,5864.0,4922749,0.00
PSE,West Bank and Gaza,Post-Secondary Education,Higher education,-2886.0,4922749,-0.00
PSE,West Bank and Gaza,Business and Other Services,Business Policy and Administation,-4571.0,4922749,-0.00
PSE,West Bank and Gaza,Basic Education,Primary education,-10793.0,4922749,-0.00
PSE,West Bank and Gaza,Other Social Infrastructure and Services,Social Protection,-691059.0,4922749,-0.14
PSE,West Bank and Gaza,Water Supply and Sanitation,Water supply and sanitation - large systems,-2748195.0,4922749,-0.56
ROU,Romania,Government and Civil Society,Decentralisation and support to subnational government,815827.0,19122059,0.04
ROU,Romania,Operating Expenses,Operating Expenses,154860.0,19122059,0.01
RWA,Rwanda,Agriculture,Agricultural policy and administrative management,15274231.0,13355260,1.14
RWA,Rwanda,Basic Education,Primary education,11188801.0,13355260,0.84
RWA,Rwanda,Operating Expenses,Operating Expenses,9962252.0,13355260,0.75
RWA,Rwanda,Emergency Response,Relief co-ordination; protection and support services,9078634.0,13355260,0.68
RWA,Rwanda,Emergency Response,Emergency food assistance,5588066.0,13355260,0.42
RWA,Rwanda,Water Supply and Sanitation,Water supply and sanitation - large systems,1652110.0,13355260,0.12
RWA,Rwanda,Government and Civil Society,Legal and judicial development,982977.0,13355260,0.07
RWA,Rwanda,Post-Secondary Education,Higher education,979249.0,13355260,0.07
RWA,Rwanda,Business and Other Services,Business Policy and Administation,867160.0,13355260,0.06
RWA,Rwanda,Other Multisector,Rural development,500000.0,13355260,0.04
RWA,Rwanda,Other Social Infrastructure and Services,Social Protection,485755.0,13355260,0.04
RWA,Rwanda,Other Multisector,Multisector aid,462369.0,13355260,0.03
RWA,Rwanda,Energy,Energy policy and administrative management,437500.0,13355260,0.03
RWA,Rwanda,Agriculture,Agricultural development,424136.0,13355260,0.03
RWA,Rwanda,Government and Civil Society,Human rights,326344.0,13355260,0.02
RWA,Rwanda,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",231127.0,13355260,0.02
RWA,Rwanda,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,208233.0,13355260,0.02
RWA,Rwanda,Government and Civil Society,Democratic participation and civil society,166414.0,13355260,0.01
RWA,Rwanda,Program Design and Learning,Program Design and Learning,142425.0,13355260,0.01
RWA,Rwanda,Water Supply and Sanitation,Basic sanitation,94996.0,13355260,0.01
RWA,Rwanda,Administration and Oversight,Administration and Oversight,77899.0,13355260,0.01
RWA,Rwanda,General Environmental Protection,Bio-diversity,60353.0,13355260,0.00
RWA,Rwanda,Basic Health,COVID-19 control,13006.0,13355260,0.00
RWA,Rwanda,General Environmental Protection,Environmental research,5890.0,13355260,0.00
SAU,Saudi Arabia,Operating Expenses,Operating Expenses,1273.0,30784383,0.00
SDN,Sudan,Emergency Response,Relief co-ordination; protection and support services,172589317.0,48066924,3.59
